Participant.Name,TOI.Name,AOI.Name,Visit.Interval
102,TOI_03,AOI_47,1.011
102,TOI_04,AOI_14,1.011
102,TOI_05,AOI_37,2.011
102,TOI_06,AOI_85,1.011
102,TOI_06,AOI_72,2.011
102,TOI_06,AOI_86,1.011
102,TOI_07,AOI_22,1.011
102,TOI_08,AOI_63,2.011
102,TOI_08,AOI_96,2.011
102,TOI_09,AOI_71,2.011
102,TOI_10,AOI_89,1.011
101,TOI_01,AOI_16,1.01
101,TOI_01,AOI_42,2.01
101,TOI_01,AOI_17,1.01
101,TOI_01,AOI_52,1.01
101,TOI_01,AOI_35,2.01
101,TOI_01,AOI_75,1.01
101,TOI_01,AOI_25,1.01
101,TOI_01,AOI_22,2.01
101,TOI_01,AOI_27,1.01
101,TOI_01,AOI_41,1.01
101,TOI_01,AOI_29,1.01
101,TOI_01,AOI_44,2.01
101,TOI_01,AOI_84,2.01
101,TOI_01,AOI_68,1.01
101,TOI_01,AOI_64,1.01
101,TOI_01,AOI_50,2.01
101,TOI_01,AOI_64,1.01
101,TOI_01,AOI_55,1.01
101,TOI_01,AOI_22,1.01
101,TOI_01,AOI_83,2.01
101,TOI_01,AOI_03,1.01
101,TOI_02,AOI_97,1.01
101,TOI_02,AOI_02,1.01
101,TOI_02,AOI_53,2.01
101,TOI_02,AOI_63,2.01
101,TOI_02,AOI_22,2.01
101,TOI_02,AOI_25,2.01
101,TOI_02,AOI_79,2.01
101,TOI_02,AOI_43,2.01
101,TOI_02,AOI_86,2.01
101,TOI_03,AOI_07,1.01
101,TOI_03,AOI_98,2.01
101,TOI_03,AOI_98,1.01
101,TOI_03,AOI_27,2.01
101,TOI_03,AOI_83,1.01
101,TOI_03,AOI_65,1.01
101,TOI_03,AOI_15,1.01
101,TOI_03,AOI_09,2.01
101,TOI_03,AOI_32,1.01
101,TOI_04,AOI_91,1.01
101,TOI_04,AOI_64,1.01
101,TOI_04,AOI_72,1.01
101,TOI_04,AOI_24,2.01
101,TOI_04,AOI_90,2.01
101,TOI_04,AOI_88,2.01
101,TOI_04,AOI_67,1.01
101,TOI_04,AOI_75,2.01
101,TOI_04,AOI_93,1.01
101,TOI_04,AOI_77,1.01
101,TOI_04,AOI_71,2.01
101,TOI_04,AOI_43,2.01
101,TOI_04,AOI_86,1.01
101,TOI_04,AOI_73,1.01
101,TOI_04,AOI_45,1.01
101,TOI_04,AOI_52,1.01
101,TOI_04,AOI_69,1.01
101,TOI_04,AOI_97,2.01
101,TOI_04,AOI_09,1.01
101,TOI_05,AOI_09,1.01
101,TOI_05,AOI_96,2.01
101,TOI_05,AOI_97,2.01
101,TOI_05,AOI_33,2.01
101,TOI_05,AOI_75,1.01
101,TOI_05,AOI_72,2.01
101,TOI_05,AOI_27,2.01
101,TOI_05,AOI_50,2.01
101,TOI_05,AOI_94,2.01
101,TOI_05,AOI_74,2.01
101,TOI_05,AOI_67,1.01
101,TOI_05,AOI_21,2.01
101,TOI_05,AOI_27,2.01
101,TOI_05,AOI_69,1.01
101,TOI_05,AOI_96,1.01
101,TOI_05,AOI_79,2.01
101,TOI_05,AOI_89,1.01
101,TOI_05,AOI_16,2.01
101,TOI_05,AOI_79,2.01
101,TOI_05,AOI_99,2.01
101,TOI_05,AOI_45,1.01
101,TOI_05,AOI_33,2.01
101,TOI_06,AOI_99,2.01
101,TOI_06,AOI_73,2.01
101,TOI_06,AOI_52,2.01
101,TOI_06,AOI_46,2.01
101,TOI_06,AOI_09,2.01
101,TOI_06,AOI_08,1.01
101,TOI_06,AOI_52,2.01
101,TOI_06,AOI_22,2.01
101,TOI_06,AOI_100,1.01
101,TOI_06,AOI_20,2.01
101,TOI_06,AOI_75,1.01
101,TOI_06,AOI_06,1.01
101,TOI_06,AOI_49,1.01
101,TOI_06,AOI_67,1.01
101,TOI_06,AOI_06,1.01
101,TOI_06,AOI_27,1.01
101,TOI_06,AOI_59,2.01
101,TOI_07,AOI_27,2.01
101,TOI_07,AOI_58,1.01
101,TOI_07,AOI_31,2.01
101,TOI_07,AOI_16,2.01
101,TOI_07,AOI_68,1.01
101,TOI_07,AOI_53,1.01
101,TOI_07,AOI_88,2.01
101,TOI_07,AOI_78,2.01
101,TOI_07,AOI_17,1.01
101,TOI_07,AOI_77,2.01
101,TOI_07,AOI_62,1.01
101,TOI_07,AOI_62,1.01
101,TOI_07,AOI_78,2.01
101,TOI_07,AOI_90,2.01
101,TOI_07,AOI_86,1.01
101,TOI_07,AOI_34,1.01
101,TOI_07,AOI_54,2.01
101,TOI_07,AOI_94,2.01
101,TOI_07,AOI_68,1.01
101,TOI_07,AOI_86,2.01
101,TOI_07,AOI_10,1.01
101,TOI_07,AOI_41,2.01
101,TOI_07,AOI_92,1.01
101,TOI_07,AOI_98,1.01
101,TOI_07,AOI_87,1.01
101,TOI_07,AOI_90,1.01
101,TOI_07,AOI_18,1.01
101,TOI_07,AOI_53,2.01
101,TOI_07,AOI_51,2.01
101,TOI_07,AOI_25,1.01
101,TOI_07,AOI_82,1.01
101,TOI_07,AOI_36,1.01
101,TOI_07,AOI_73,1.01
101,TOI_08,AOI_40,2.01
101,TOI_08,AOI_21,1.01
101,TOI_08,AOI_51,1.01
101,TOI_08,AOI_02,1.01
101,TOI_08,AOI_41,1.01
101,TOI_08,AOI_39,1.01
101,TOI_08,AOI_62,2.01
101,TOI_08,AOI_21,2.01
101,TOI_08,AOI_16,1.01
101,TOI_08,AOI_78,1.01
101,TOI_08,AOI_21,1.01
101,TOI_08,AOI_99,1.01
101,TOI_08,AOI_19,2.01
101,TOI_08,AOI_19,2.01
101,TOI_08,AOI_42,1.01
101,TOI_08,AOI_91,1.01
101,TOI_08,AOI_91,1.01
101,TOI_08,AOI_70,1.01
101,TOI_08,AOI_64,1.01
101,TOI_08,AOI_19,1.01
101,TOI_08,AOI_100,2.01
101,TOI_08,AOI_99,1.01
101,TOI_08,AOI_91,2.01
101,TOI_08,AOI_98,1.01
101,TOI_09,AOI_95,2.01
101,TOI_09,AOI_55,1.01
101,TOI_09,AOI_19,2.01
101,TOI_09,AOI_45,1.01
101,TOI_09,AOI_50,2.01
101,TOI_09,AOI_15,1.01
101,TOI_09,AOI_61,2.01
101,TOI_09,AOI_57,1.01
101,TOI_09,AOI_61,1.01
101,TOI_09,AOI_28,1.01
101,TOI_09,AOI_54,1.01
101,TOI_09,AOI_74,2.01
101,TOI_09,AOI_95,1.01
101,TOI_09,AOI_10,1.01
101,TOI_09,AOI_95,1.01
101,TOI_09,AOI_98,2.01
101,TOI_09,AOI_42,2.01
101,TOI_10,AOI_97,2.01
101,TOI_10,AOI_96,1.01
101,TOI_10,AOI_52,1.01
101,TOI_10,AOI_47,1.01
101,TOI_10,AOI_15,2.01
101,TOI_10,AOI_31,2.01
101,TOI_10,AOI_73,2.01
101,TOI_10,AOI_39,1.01
101,TOI_10,AOI_23,2.01
101,TOI_10,AOI_08,1.01
101,TOI_10,AOI_84,1.01
101,TOI_10,AOI_93,2.01
101,TOI_10,AOI_24,1.01
101,TOI_10,AOI_46,1.01
101,TOI_10,AOI_15,1.01
101,TOI_10,AOI_94,1.01
101,TOI_10,AOI_81,2.01
102,TOI_01,AOI_38,1.01
102,TOI_02,AOI_56,2.01
102,TOI_02,AOI_54,1.01
102,TOI_03,AOI_100,1.01
102,TOI_03,AOI_47,1.01
102,TOI_03,AOI_57,2.01
102,TOI_04,AOI_85,2.01
102,TOI_05,AOI_01,1.01
102,TOI_05,AOI_72,2.01
102,TOI_05,AOI_04,1.01
102,TOI_07,AOI_55,1.01
102,TOI_07,AOI_88,2.01
102,TOI_07,AOI_71,1.01
102,TOI_07,AOI_90,2.01
102,TOI_08,AOI_60,2.01
102,TOI_09,AOI_23,2.01
102,TOI_09,AOI_16,2.01
102,TOI_10,AOI_62,1.01
102,TOI_10,AOI_72,1.01
102,TOI_01,AOI_81,1.009
102,TOI_02,AOI_88,2.009
102,TOI_03,AOI_17,1.009
102,TOI_03,AOI_19,1.009
102,TOI_04,AOI_19,2.009
102,TOI_05,AOI_40,2.009
102,TOI_05,AOI_68,1.009
102,TOI_06,AOI_24,1.009
102,TOI_06,AOI_53,1.009
102,TOI_07,AOI_88,2.009
102,TOI_07,AOI_56,1.009
102,TOI_07,AOI_98,1.009
102,TOI_08,AOI_16,1.009
102,TOI_08,AOI_55,2.009
102,TOI_08,AOI_77,1.009
102,TOI_08,AOI_81,2.009
102,TOI_09,AOI_56,1.009
102,TOI_09,AOI_16,2.009
102,TOI_10,AOI_25,1.009
102,TOI_01,AOI_16,1.008
102,TOI_02,AOI_85,2.008
102,TOI_02,AOI_07,1.008
102,TOI_05,AOI_26,1.008
102,TOI_05,AOI_75,2.008
102,TOI_05,AOI_82,1.008
102,TOI_05,AOI_22,1.008
102,TOI_05,AOI_12,1.008
102,TOI_06,AOI_24,2.008
102,TOI_06,AOI_68,1.008
102,TOI_07,AOI_76,1.008
102,TOI_08,AOI_37,2.008
102,TOI_08,AOI_86,2.008
102,TOI_09,AOI_86,2.008
102,TOI_09,AOI_69,2.008
102,TOI_10,AOI_74,2.008
102,TOI_10,AOI_24,2.008
102,TOI_10,AOI_98,2.008
102,TOI_01,AOI_03,1.007
102,TOI_01,AOI_29,1.007
102,TOI_02,AOI_78,1.007
102,TOI_03,AOI_25,1.007
102,TOI_03,AOI_21,1.007
102,TOI_03,AOI_44,2.007
102,TOI_04,AOI_37,1.007
102,TOI_04,AOI_33,1.007
102,TOI_05,AOI_100,1.007
102,TOI_05,AOI_08,2.007
102,TOI_05,AOI_66,2.007
102,TOI_06,AOI_61,2.007
102,TOI_06,AOI_16,2.007
102,TOI_06,AOI_14,2.007
102,TOI_06,AOI_43,1.007
102,TOI_07,AOI_39,2.007
102,TOI_07,AOI_60,2.007
102,TOI_07,AOI_19,1.007
102,TOI_07,AOI_18,2.007
102,TOI_07,AOI_60,2.007
102,TOI_07,AOI_47,1.007
102,TOI_08,AOI_75,2.007
102,TOI_08,AOI_29,2.007
102,TOI_08,AOI_46,1.007
102,TOI_08,AOI_80,2.007
102,TOI_08,AOI_27,2.007
102,TOI_09,AOI_79,2.007
102,TOI_09,AOI_75,2.007
102,TOI_09,AOI_71,1.007
102,TOI_09,AOI_68,2.007
102,TOI_10,AOI_16,2.007
102,TOI_01,AOI_30,2.006
102,TOI_01,AOI_50,2.006
102,TOI_01,AOI_73,2.006
102,TOI_01,AOI_77,1.006
102,TOI_02,AOI_46,1.006
102,TOI_03,AOI_59,1.006
102,TOI_04,AOI_91,1.006
102,TOI_05,AOI_74,2.006
102,TOI_05,AOI_91,2.006
102,TOI_05,AOI_93,1.006
102,TOI_05,AOI_44,1.006
102,TOI_05,AOI_33,2.006
102,TOI_05,AOI_16,1.006
102,TOI_05,AOI_73,1.006
102,TOI_06,AOI_79,2.006
102,TOI_06,AOI_08,2.006
102,TOI_06,AOI_30,2.006
102,TOI_06,AOI_02,2.006
102,TOI_07,AOI_57,2.006
102,TOI_08,AOI_48,1.006
102,TOI_08,AOI_80,2.006
102,TOI_08,AOI_53,2.006
102,TOI_09,AOI_07,2.006
102,TOI_09,AOI_39,1.006
102,TOI_09,AOI_86,1.006
102,TOI_10,AOI_17,1.006
102,TOI_10,AOI_50,1.006
102,TOI_10,AOI_12,2.006
102,TOI_10,AOI_13,2.006
102,TOI_01,AOI_93,2.005
102,TOI_01,AOI_84,1.005
102,TOI_01,AOI_95,2.005
102,TOI_02,AOI_35,2.005
102,TOI_02,AOI_22,2.005
102,TOI_04,AOI_100,2.005
102,TOI_05,AOI_63,2.005
102,TOI_05,AOI_86,1.005
102,TOI_05,AOI_03,2.005
102,TOI_05,AOI_12,2.005
102,TOI_05,AOI_59,2.005
102,TOI_06,AOI_53,2.005
102,TOI_07,AOI_59,1.005
102,TOI_07,AOI_15,2.005
102,TOI_07,AOI_21,2.005
102,TOI_08,AOI_15,2.005
102,TOI_08,AOI_47,1.005
102,TOI_08,AOI_50,2.005
102,TOI_08,AOI_78,1.005
102,TOI_08,AOI_78,2.005
102,TOI_08,AOI_69,2.005
102,TOI_08,AOI_12,1.005
102,TOI_10,AOI_66,1.005
102,TOI_01,AOI_02,2.004
102,TOI_01,AOI_40,2.004
102,TOI_02,AOI_34,1.004
102,TOI_02,AOI_34,1.004
102,TOI_02,AOI_47,2.004
102,TOI_03,AOI_07,2.004
102,TOI_04,AOI_46,1.004
102,TOI_04,AOI_50,2.004
102,TOI_04,AOI_41,1.004
102,TOI_04,AOI_01,2.004
102,TOI_05,AOI_54,2.004
102,TOI_05,AOI_21,2.004
102,TOI_05,AOI_25,1.004
102,TOI_05,AOI_52,2.004
102,TOI_05,AOI_14,1.004
102,TOI_05,AOI_08,1.004
102,TOI_06,AOI_75,1.004
102,TOI_06,AOI_05,1.004
102,TOI_07,AOI_21,2.004
102,TOI_07,AOI_23,2.004
102,TOI_07,AOI_25,1.004
102,TOI_07,AOI_26,1.004
102,TOI_07,AOI_74,2.004
102,TOI_07,AOI_23,2.004
102,TOI_08,AOI_70,2.004
102,TOI_08,AOI_42,1.004
102,TOI_08,AOI_66,1.004
102,TOI_09,AOI_30,2.004
102,TOI_09,AOI_76,2.004
102,TOI_09,AOI_71,2.004
102,TOI_10,AOI_52,1.004
102,TOI_10,AOI_97,2.004
102,TOI_02,AOI_83,1.003
102,TOI_02,AOI_78,1.003
102,TOI_02,AOI_80,1.003
102,TOI_03,AOI_53,2.003
102,TOI_03,AOI_12,2.003
102,TOI_03,AOI_29,2.003
102,TOI_03,AOI_21,2.003
102,TOI_03,AOI_41,1.003
102,TOI_03,AOI_52,2.003
102,TOI_05,AOI_41,2.003
102,TOI_05,AOI_02,2.003
102,TOI_05,AOI_04,1.003
102,TOI_05,AOI_61,2.003
102,TOI_05,AOI_44,1.003
102,TOI_06,AOI_85,1.003
102,TOI_06,AOI_15,1.003
102,TOI_07,AOI_39,2.003
102,TOI_07,AOI_61,2.003
102,TOI_07,AOI_92,1.003
102,TOI_07,AOI_83,2.003
102,TOI_07,AOI_22,1.003
102,TOI_07,AOI_67,2.003
102,TOI_07,AOI_92,2.003
102,TOI_07,AOI_86,1.003
102,TOI_07,AOI_100,1.003
102,TOI_07,AOI_01,1.003
102,TOI_08,AOI_49,2.003
102,TOI_08,AOI_14,2.003
102,TOI_08,AOI_58,1.003
102,TOI_08,AOI_71,1.003
102,TOI_09,AOI_96,2.003
102,TOI_09,AOI_80,2.003
102,TOI_09,AOI_42,1.003
102,TOI_09,AOI_23,1.003
102,TOI_10,AOI_94,1.003
102,TOI_10,AOI_78,1.003
102,TOI_01,AOI_63,1.002
102,TOI_01,AOI_91,2.002
102,TOI_01,AOI_87,1.002
102,TOI_02,AOI_35,1.002
102,TOI_02,AOI_22,2.002
102,TOI_02,AOI_14,2.002
102,TOI_02,AOI_47,2.002
102,TOI_03,AOI_49,1.002
102,TOI_03,AOI_23,2.002
102,TOI_03,AOI_85,1.002
102,TOI_03,AOI_70,1.002
102,TOI_03,AOI_71,1.002
102,TOI_03,AOI_76,1.002
102,TOI_03,AOI_43,1.002
102,TOI_04,AOI_40,2.002
102,TOI_04,AOI_36,2.002
102,TOI_04,AOI_82,2.002
102,TOI_04,AOI_04,1.002
102,TOI_05,AOI_31,2.002
102,TOI_05,AOI_88,2.002
102,TOI_05,AOI_73,1.002
102,TOI_05,AOI_31,1.002
102,TOI_05,AOI_26,2.002
102,TOI_05,AOI_62,2.002
102,TOI_06,AOI_69,1.002
102,TOI_06,AOI_71,2.002
102,TOI_06,AOI_71,1.002
102,TOI_06,AOI_39,2.002
102,TOI_06,AOI_80,1.002
102,TOI_06,AOI_84,1.002
102,TOI_06,AOI_45,2.002
102,TOI_06,AOI_36,2.002
102,TOI_06,AOI_01,2.002
102,TOI_06,AOI_94,1.002
102,TOI_07,AOI_65,1.002
102,TOI_07,AOI_59,2.002
102,TOI_07,AOI_67,2.002
102,TOI_07,AOI_26,1.002
102,TOI_07,AOI_15,2.002
102,TOI_07,AOI_30,2.002
102,TOI_07,AOI_46,1.002
102,TOI_08,AOI_53,2.002
102,TOI_08,AOI_30,2.002
102,TOI_08,AOI_59,1.002
102,TOI_08,AOI_07,2.002
102,TOI_08,AOI_32,1.002
102,TOI_08,AOI_77,2.002
102,TOI_08,AOI_65,1.002
102,TOI_08,AOI_35,1.002
102,TOI_09,AOI_05,2.002
102,TOI_09,AOI_70,2.002
102,TOI_09,AOI_68,1.002
102,TOI_10,AOI_44,2.002
102,TOI_10,AOI_75,1.002
102,TOI_10,AOI_24,2.002
102,TOI_10,AOI_34,2.002
102,TOI_01,AOI_15,2.001
102,TOI_01,AOI_26,2.001
102,TOI_01,AOI_58,2.001
102,TOI_01,AOI_27,2.001
102,TOI_01,AOI_12,2.001
102,TOI_01,AOI_98,1.001
102,TOI_01,AOI_23,2.001
102,TOI_01,AOI_12,1.001
102,TOI_01,AOI_11,2.001
102,TOI_01,AOI_82,2.001
102,TOI_01,AOI_16,1.001
102,TOI_01,AOI_41,1.001
102,TOI_02,AOI_08,2.001
102,TOI_02,AOI_76,1.001
102,TOI_02,AOI_06,2.001
102,TOI_02,AOI_54,1.001
102,TOI_02,AOI_90,1.001
102,TOI_02,AOI_03,2.001
102,TOI_02,AOI_80,1.001
102,TOI_02,AOI_98,2.001
102,TOI_02,AOI_13,1.001
102,TOI_02,AOI_51,1.001
102,TOI_02,AOI_87,1.001
102,TOI_02,AOI_76,1.001
102,TOI_02,AOI_75,1.001
102,TOI_02,AOI_05,2.001
102,TOI_02,AOI_68,1.001
102,TOI_02,AOI_23,2.001
102,TOI_02,AOI_50,2.001
102,TOI_02,AOI_28,2.001
102,TOI_02,AOI_09,1.001
102,TOI_02,AOI_70,1.001
102,TOI_02,AOI_16,2.001
102,TOI_02,AOI_17,1.001
102,TOI_02,AOI_90,2.001
102,TOI_03,AOI_87,1.001
102,TOI_03,AOI_46,1.001
102,TOI_03,AOI_26,2.001
102,TOI_03,AOI_29,2.001
102,TOI_03,AOI_23,2.001
102,TOI_03,AOI_27,2.001
102,TOI_03,AOI_47,2.001
102,TOI_03,AOI_34,2.001
102,TOI_03,AOI_87,2.001
102,TOI_03,AOI_13,2.001
102,TOI_03,AOI_65,2.001
102,TOI_04,AOI_46,1.001
102,TOI_04,AOI_35,1.001
102,TOI_04,AOI_05,1.001
102,TOI_05,AOI_25,1.001
102,TOI_05,AOI_60,2.001
102,TOI_05,AOI_70,2.001
102,TOI_05,AOI_98,2.001
102,TOI_05,AOI_56,1.001
102,TOI_05,AOI_19,1.001
102,TOI_05,AOI_17,1.001
102,TOI_05,AOI_03,2.001
102,TOI_05,AOI_14,2.001
102,TOI_05,AOI_97,2.001
102,TOI_05,AOI_63,2.001
102,TOI_05,AOI_91,2.001
102,TOI_05,AOI_22,1.001
102,TOI_05,AOI_31,1.001
102,TOI_05,AOI_47,2.001
102,TOI_05,AOI_05,1.001
102,TOI_05,AOI_63,2.001
102,TOI_05,AOI_26,1.001
102,TOI_05,AOI_46,1.001
102,TOI_05,AOI_37,1.001
102,TOI_05,AOI_49,1.001
102,TOI_05,AOI_66,1.001
102,TOI_05,AOI_96,1.001
102,TOI_06,AOI_52,2.001
102,TOI_06,AOI_16,1.001
102,TOI_06,AOI_10,2.001
102,TOI_06,AOI_93,2.001
102,TOI_06,AOI_63,2.001
102,TOI_06,AOI_07,2.001
102,TOI_06,AOI_74,2.001
102,TOI_06,AOI_79,2.001
102,TOI_06,AOI_50,1.001
102,TOI_06,AOI_95,1.001
102,TOI_06,AOI_52,2.001
102,TOI_06,AOI_30,2.001
102,TOI_07,AOI_76,1.001
102,TOI_07,AOI_02,2.001
102,TOI_07,AOI_41,1.001
102,TOI_07,AOI_13,2.001
102,TOI_07,AOI_67,2.001
102,TOI_07,AOI_89,1.001
102,TOI_07,AOI_73,1.001
102,TOI_07,AOI_75,1.001
102,TOI_07,AOI_64,2.001
102,TOI_07,AOI_43,1.001
102,TOI_07,AOI_18,1.001
102,TOI_07,AOI_100,2.001
102,TOI_07,AOI_72,1.001
102,TOI_07,AOI_67,1.001
102,TOI_07,AOI_14,1.001
102,TOI_07,AOI_81,1.001
102,TOI_07,AOI_50,2.001
102,TOI_07,AOI_85,1.001
102,TOI_07,AOI_34,2.001
102,TOI_07,AOI_11,2.001
102,TOI_07,AOI_19,1.001
102,TOI_07,AOI_78,2.001
102,TOI_07,AOI_77,1.001
102,TOI_07,AOI_42,2.001
102,TOI_07,AOI_36,1.001
102,TOI_07,AOI_13,2.001
102,TOI_07,AOI_46,2.001
102,TOI_07,AOI_29,2.001
102,TOI_07,AOI_28,1.001
102,TOI_07,AOI_92,1.001
102,TOI_07,AOI_31,2.001
102,TOI_07,AOI_14,2.001
102,TOI_07,AOI_21,1.001
102,TOI_07,AOI_42,1.001
102,TOI_07,AOI_56,1.001
102,TOI_07,AOI_95,2.001
102,TOI_08,AOI_92,2.001
102,TOI_08,AOI_43,1.001
102,TOI_08,AOI_50,2.001
102,TOI_08,AOI_06,2.001
102,TOI_08,AOI_13,2.001
102,TOI_08,AOI_56,2.001
102,TOI_08,AOI_06,2.001
102,TOI_08,AOI_94,1.001
102,TOI_08,AOI_43,2.001
102,TOI_09,AOI_34,2.001
102,TOI_09,AOI_14,1.001
102,TOI_09,AOI_56,2.001
102,TOI_09,AOI_11,2.001
102,TOI_09,AOI_69,2.001
102,TOI_09,AOI_69,1.001
102,TOI_09,AOI_35,1.001
102,TOI_09,AOI_18,2.001
102,TOI_09,AOI_01,2.001
102,TOI_09,AOI_04,1.001
102,TOI_09,AOI_15,2.001
102,TOI_09,AOI_90,1.001
102,TOI_09,AOI_54,2.001
102,TOI_09,AOI_44,2.001
102,TOI_09,AOI_87,2.001
102,TOI_09,AOI_88,1.001
102,TOI_09,AOI_39,2.001
102,TOI_10,AOI_22,1.001
102,TOI_10,AOI_46,1.001
102,TOI_10,AOI_65,1.001
102,TOI_10,AOI_49,2.001
102,TOI_10,AOI_08,2.001
102,TOI_10,AOI_74,1.001
102,TOI_10,AOI_55,1.001
102,TOI_10,AOI_14,2.001
102,TOI_10,AOI_27,1.001
102,TOI_10,AOI_71,1.001
102,TOI_10,AOI_88,2.001
102,TOI_10,AOI_26,2.001
102,TOI_10,AOI_82,2.001
101,TOI_01,AOI_65,0
101,TOI_01,AOI_43,0
101,TOI_01,AOI_82,0
101,TOI_01,AOI_93,0
101,TOI_01,AOI_44,0
101,TOI_01,AOI_85,0
101,TOI_01,AOI_80,0
101,TOI_01,AOI_36,0
101,TOI_01,AOI_37,0
101,TOI_01,AOI_17,0
101,TOI_01,AOI_05,0
101,TOI_01,AOI_33,0
101,TOI_01,AOI_15,0
101,TOI_01,AOI_82,0
101,TOI_01,AOI_40,0
101,TOI_01,AOI_52,0
101,TOI_01,AOI_97,0
101,TOI_01,AOI_59,0
101,TOI_01,AOI_71,0
101,TOI_01,AOI_40,0
101,TOI_01,AOI_78,0
101,TOI_01,AOI_33,0
101,TOI_01,AOI_17,0
101,TOI_01,AOI_23,0
101,TOI_01,AOI_61,0
101,TOI_01,AOI_52,0
101,TOI_01,AOI_15,0
101,TOI_01,AOI_77,0
101,TOI_01,AOI_19,0
101,TOI_01,AOI_78,0
101,TOI_01,AOI_33,0
101,TOI_01,AOI_25,0
101,TOI_01,AOI_78,0
101,TOI_01,AOI_93,0
101,TOI_01,AOI_97,0
101,TOI_01,AOI_92,0
101,TOI_01,AOI_82,0
101,TOI_01,AOI_50,0
101,TOI_01,AOI_63,0
101,TOI_01,AOI_32,0
101,TOI_01,AOI_60,0
101,TOI_01,AOI_41,0
101,TOI_01,AOI_78,0
101,TOI_01,AOI_82,0
101,TOI_01,AOI_68,0
101,TOI_01,AOI_28,0
101,TOI_01,AOI_44,0
101,TOI_01,AOI_82,0
101,TOI_01,AOI_13,0
101,TOI_01,AOI_31,0
101,TOI_01,AOI_49,0
101,TOI_01,AOI_82,0
101,TOI_01,AOI_75,0
101,TOI_01,AOI_36,0
101,TOI_01,AOI_84,0
101,TOI_02,AOI_58,0
101,TOI_02,AOI_54,0
101,TOI_02,AOI_58,0
101,TOI_02,AOI_98,0
101,TOI_02,AOI_46,0
101,TOI_02,AOI_54,0
101,TOI_02,AOI_10,0
101,TOI_02,AOI_95,0
101,TOI_02,AOI_96,0
101,TOI_02,AOI_86,0
101,TOI_02,AOI_44,0
101,TOI_02,AOI_98,0
101,TOI_02,AOI_88,0
101,TOI_02,AOI_77,0
101,TOI_02,AOI_18,0
101,TOI_02,AOI_79,0
101,TOI_02,AOI_41,0
101,TOI_02,AOI_19,0
101,TOI_02,AOI_58,0
101,TOI_02,AOI_76,0
101,TOI_02,AOI_93,0
101,TOI_02,AOI_02,0
101,TOI_02,AOI_09,0
101,TOI_02,AOI_40,0
101,TOI_02,AOI_72,0
101,TOI_02,AOI_27,0
101,TOI_02,AOI_31,0
101,TOI_02,AOI_49,0
101,TOI_02,AOI_73,0
101,TOI_02,AOI_44,0
101,TOI_02,AOI_46,0
101,TOI_02,AOI_100,0
101,TOI_02,AOI_71,0
101,TOI_02,AOI_21,0
101,TOI_02,AOI_63,0
101,TOI_03,AOI_94,0
101,TOI_03,AOI_71,0
101,TOI_03,AOI_04,0
101,TOI_03,AOI_19,0
101,TOI_03,AOI_79,0
101,TOI_03,AOI_86,0
101,TOI_03,AOI_78,0
101,TOI_03,AOI_07,0
101,TOI_03,AOI_25,0
101,TOI_03,AOI_09,0
101,TOI_03,AOI_58,0
101,TOI_03,AOI_69,0
101,TOI_03,AOI_46,0
101,TOI_03,AOI_43,0
101,TOI_03,AOI_82,0
101,TOI_03,AOI_77,0
101,TOI_03,AOI_42,0
101,TOI_03,AOI_73,0
101,TOI_03,AOI_86,0
101,TOI_03,AOI_09,0
101,TOI_03,AOI_36,0
101,TOI_03,AOI_07,0
101,TOI_03,AOI_54,0
101,TOI_03,AOI_03,0
101,TOI_03,AOI_78,0
101,TOI_03,AOI_100,0
101,TOI_03,AOI_21,0
101,TOI_03,AOI_84,0
101,TOI_03,AOI_32,0
101,TOI_03,AOI_08,0
101,TOI_03,AOI_35,0
101,TOI_03,AOI_98,0
101,TOI_03,AOI_54,0
101,TOI_03,AOI_48,0
101,TOI_03,AOI_17,0
101,TOI_03,AOI_34,0
101,TOI_03,AOI_22,0
101,TOI_03,AOI_32,0
101,TOI_03,AOI_75,0
101,TOI_03,AOI_60,0
101,TOI_03,AOI_93,0
101,TOI_04,AOI_81,0
101,TOI_04,AOI_14,0
101,TOI_04,AOI_84,0
101,TOI_04,AOI_43,0
101,TOI_04,AOI_63,0
101,TOI_04,AOI_11,0
101,TOI_04,AOI_86,0
101,TOI_04,AOI_74,0
101,TOI_04,AOI_68,0
101,TOI_04,AOI_32,0
101,TOI_04,AOI_12,0
101,TOI_04,AOI_80,0
101,TOI_04,AOI_68,0
101,TOI_04,AOI_30,0
101,TOI_04,AOI_65,0
101,TOI_04,AOI_35,0
101,TOI_04,AOI_85,0
101,TOI_04,AOI_78,0
101,TOI_04,AOI_25,0
101,TOI_04,AOI_37,0
101,TOI_04,AOI_11,0
101,TOI_04,AOI_05,0
101,TOI_04,AOI_48,0
101,TOI_04,AOI_04,0
101,TOI_04,AOI_77,0
101,TOI_04,AOI_98,0
101,TOI_04,AOI_21,0
101,TOI_04,AOI_39,0
101,TOI_04,AOI_08,0
101,TOI_04,AOI_68,0
101,TOI_04,AOI_49,0
101,TOI_04,AOI_45,0
101,TOI_04,AOI_77,0
101,TOI_04,AOI_64,0
101,TOI_04,AOI_34,0
101,TOI_04,AOI_44,0
101,TOI_04,AOI_17,0
101,TOI_04,AOI_48,0
101,TOI_04,AOI_20,0
101,TOI_04,AOI_07,0
101,TOI_04,AOI_73,0
101,TOI_04,AOI_65,0
101,TOI_04,AOI_25,0
